order_id,inventory_item_id,gender,status,created_at,shipped_at,delivered_at,returned_at,sale_price,num_of_item,sold_at,cost,product_category,product_name,product_brand,product_retail_price,product_department,product_distribution_center_id
124266,487074,F,Shipped,2023-05-15 06:25:24.000000 UTC,2023-05-11 19:08:00.000000 UTC,,,0.0199999995529651,4,,0.0082999997779726,Accessories,Indestructable Aluminum Aluma Wallet - RED,marshal,0.0199999995529651,Women,1
92782,363599,F,Complete,2023-02-20 15:55:38.000000 UTC,2023-02-21 17:53:00.000000 UTC,2023-02-25 20:43:00.000000 UTC,,0.49000000953674311,2,,0.1773800033208727,Accessories,Set of 2 - Replacement Insert For Checkbook Wallets Card Or Picture Insert,Made in USA,0.49000000953674311,Women,1
29061,113659,M,Processing,2023-01-28 00:48:32.000000 UTC,,,,1.5,2,,0.60599999804981053,Accessories,Wayfarer Style Sunglasses Dark Lens Black Frame,Wayfayrer,1.5,Men,8
83488,327211,M,Returned,2023-04-26 04:08:20.000000 UTC,2023-04-26 15:20:00.000000 UTC,2023-04-28 23:59:00.000000 UTC,2023-04-30 13:08:00.000000 UTC,1.5,1,,0.60599999804981053,Accessories,Wayfarer Style Sunglasses Dark Lens Black Frame,Wayfayrer,1.5,Men,8
28402,111135,F,Cancelled,2023-04-02 03:21:08.000000 UTC,,,,1.5099999904632568,4,,0.64476999473527075,Accessories,Solid Color Leather Adjustable Skinny Belt with,boxed-gifts,1.5099999904632568,Women,10
31746,124143,F,Cancelled,2023-05-16 23:46:59.000000 UTC,,,,1.5099999904632568,1,,0.64476999473527075,Accessories,Solid Color Leather Adjustable Skinny Belt with,boxed-gifts,1.5099999904632568,Women,10
862,3436,F,Returned,2023-05-03 08:06:23.000000 UTC,2023-05-03 08:33:00.000000 UTC,2023-05-06 08:56:00.000000 UTC,2023-05-08 04:24:00.000000 UTC,1.8200000524520876,4,,0.74984001908808928,Accessories,Blank Long Cuff Beanie Cap (Choose Many Colors Available),Star,1.8200000524520876,Women,2
124723,488915,F,Returned,2023-03-07 00:55:08.000000 UTC,2023-03-05 07:36:00.000000 UTC,2023-03-05 15:52:00.000000 UTC,2023-03-07 03:43:00.000000 UTC,1.8200000524520876,4,,0.89180002610832454,Plus,Blank Long Cuff Beanie Cap (Choose Many Colors Available),Star,1.8200000524520876,Women,2
40445,158205,F,Shipped,2023-01-22 02:55:29.000000 UTC,2023-01-19 21:01:00.000000 UTC,,,1.950000047683716,4,,0.77220001560654483,Socks & Hosiery,Pink Ribbon Breast Cancer Awareness Knee High Socks Great for Sports Teams Fundraising Relay for Life Walk Survivor (Style 21),Palmetto Fundraising,1.950000047683716,Women,7
37038,144994,F,Shipped,2023-01-22 11:50:46.000000 UTC,2023-01-24 18:15:00.000000 UTC,,,2.6700000762939453,1,,1.100040027732998,Accessories,Retractable Colorful Rhinestone Lanyards with Breakaway Feature ID Badge Holder & Key Chain,Coloriffics,2.6700000762939453,Women,2
17977,70395,M,Returned,2023-04-25 07:05:12.000000 UTC,2023-04-26 11:45:00.000000 UTC,2023-04-27 02:04:00.000000 UTC,2023-04-28 15:53:00.000000 UTC,2.7999999523162842,1,,1.2487999748110772,Accessories,Black Terry 'Y' Suspenders,CTM,2.7999999523162842,Men,10
37682,147514,M,Returned,2023-03-05 02:15:19.000000 UTC,2023-03-07 18:22:00.000000 UTC,2023-03-11 02:44:00.000000 UTC,2023-03-11 03:37:00.000000 UTC,2.7999999523162842,1,,1.2487999748110772,Accessories,Black Terry 'Y' Suspenders,CTM,2.7999999523162842,Men,10
1661,6617,M,Complete,2023-03-10 11:50:28.000000 UTC,2023-03-13 05:54:00.000000 UTC,2023-03-17 19:27:00.000000 UTC,,2.9500000476837158,1,,1.321600018197298,Accessories,Designer Bow Ties for Men & Boys by Tok Tok Designs (Y753),Tok Tok Designs,2.9500000476837158,Men,2
23124,90586,M,Complete,2023-06-29 09:25:59.000000 UTC,2023-06-30 12:57:00.000000 UTC,2023-07-03 21:46:00.000000 UTC,,2.9500000476837158,1,,1.1888500148976222,Accessories,Designer Bow Ties for Men & Boys by Tok Tok Designs (Y101),Tok Tok Designs,2.9500000476837158,Men,2
67987,266363,F,Returned,2023-03-20 11:04:41.000000 UTC,2023-03-22 05:38:00.000000 UTC,2023-03-24 00:19:00.000000 UTC,2023-03-26 00:26:00.000000 UTC,2.9500000476837158,1,,1.1328000116728243,Socks & Hosiery,Pink Ribbon Breast Cancer Awareness Relay for Life Knee Socks Great for Fundraising Walk Survivor (Style 05),Palmetto Fundraising,2.9500000476837158,Women,7
81630,319874,F,Returned,2023-01-07 07:40:52.000000 UTC,2023-01-08 10:27:00.000000 UTC,2023-01-13 02:21:00.000000 UTC,2023-01-15 07:06:00.000000 UTC,2.9500000476837158,1,,1.268500014130026,Accessories,Unisex Chequered Arab Arafat Shemagh Kafiyah Desert Style Scarf Throw - 17 Gorgeous Colours while stocks last!,Pashminas4u,2.9500000476837158,Women,9
54401,213238,F,Complete,2023-03-12 03:51:31.000000 UTC,2023-03-11 15:13:00.000000 UTC,2023-03-15 10:33:00.000000 UTC,,2.9900000095367432,2,,1.6235700039754808,Intimates,Alivila.Y Fashion Sexy Lace & Sheer Net Lingerie Sleepwear Sleep Dress Set With G-String 393,Alivila.Y Fashion,2.9900000095367432,Women,1
55396,217102,M,Shipped,2023-04-28 12:31:28.000000 UTC,2023-04-28 07:51:00.000000 UTC,,,2.9900000095367432,4,,1.1870299992526694,Accessories,Aviator Sunglasses Mirror Lens Silver Metal Frame 01,Urban Boundaries Eyewear,2.9900000095367432,Men,5
2598,10340,M,Cancelled,2023-05-19 15:19:36.000000 UTC,,,,3.0899999141693115,2,,1.1680199633198978,Accessories,TopTie Mens Necktie Solid Color Silver Ties Formal Neck ties Gift Ideas,TopTie,3.0899999141693115,Men,10
9248,36220,M,Complete,2023-05-11 04:01:41.000000 UTC,2023-05-11 02:22:00.000000 UTC,2023-05-11 14:28:00.000000 UTC,,3.0899999141693115,2,,1.1680199633198978,Accessories,TopTie Mens Necktie Solid Color Silver Ties Formal Neck ties Gift Ideas,TopTie,3.0899999141693115,Men,10
14718,57596,M,Complete,2023-04-22 22:08:58.000000 UTC,2023-04-25 00:16:00.000000 UTC,2023-04-27 12:24:00.000000 UTC,,3.0899999141693115,2,,1.1680199633198978,Accessories,TopTie Mens Necktie Solid Color Silver Ties Formal Neck ties Gift Ideas,TopTie,3.0899999141693115,Men,10
40625,158888,M,Processing,2023-01-21 17:17:58.000000 UTC,,,,3.0899999141693115,1,,1.1680199633198978,Accessories,TopTie Mens Necktie Solid Color Silver Ties Formal Neck ties Gift Ideas,TopTie,3.0899999141693115,Men,10
35504,138952,M,Processing,2023-06-30 14:28:36.000000 UTC,,,,3.2899999618530278,3,,1.217299983189255,Accessories,TopTie Unisex New Fashion White and Black Keyboard Piano Skinny 2 Neck Tie Discount NeckTies,TopTie,3.2899999618530278,Men,10
53243,208707,M,Shipped,2023-01-31 13:07:20.000000 UTC,2023-02-03 12:25:00.000000 UTC,,,3.2899999618530278,1,,1.217299983189255,Accessories,TopTie Unisex New Fashion White and Black Keyboard Piano Skinny 2 Neck Tie Discount NeckTies,TopTie,3.2899999618530278,Men,10
57837,226765,M,Shipped,2023-06-26 12:05:07.000000 UTC,2023-06-24 02:11:00.000000 UTC,,,3.2899999618530278,2,,1.217299983189255,Accessories,TopTie Unisex New Fashion White and Black Keyboard Piano Skinny 2 Neck Tie Discount NeckTies,TopTie,3.2899999618530278,Men,10
100510,393693,F,Cancelled,2023-03-11 13:09:25.000000 UTC,,,,3.3900001049041748,1,,1.42719003815338,Socks & Hosiery,Animal Print Cheer Anklet,Chasse,3.3900001049041748,Women,3
29916,117054,F,Cancelled,2023-06-16 10:08:19.000000 UTC,,,,3.4000000953674321,1,,1.7646000474184751,Plus,Blues Brothers Wayfarer Dark Black Sun Glasses (More Colors),H2W,3.4000000953674321,Women,4
38774,151775,F,Shipped,2023-04-16 02:25:29.000000 UTC,2023-04-14 06:18:00.000000 UTC,,,3.4000000953674321,4,,1.7646000474184751,Plus,Blues Brothers Wayfarer Dark Black Sun Glasses (More Colors),H2W,3.4000000953674321,Women,4
81716,320212,M,Cancelled,2023-06-13 22:05:21.000000 UTC,,,,3.4600000381469727,2,,1.3909200105079635,Accessories,Extra Warm Metro Fleece Ear Warmers,boxed-gifts,3.4600000381469727,Men,10
66358,260010,M,Cancelled,2023-04-22 10:28:54.000000 UTC,,,,3.5,1,,1.2284999992698431,Accessories,Plain Blank Baseball Hats Adjustable Velcro (25 Colors Available),Magic,3.5,Men,10
95882,375770,F,Cancelled,2023-06-11 21:38:26.000000 UTC,,,,3.5,2,,1.3719999934546647,Accessories,Cotton Handkerchief with Large Monogram Embroidery in Blue Pink Yellow or White,Greatlookz,3.5,Women,3
50176,196687,F,Complete,2023-05-23 16:34:48.000000 UTC,2023-05-19 21:18:00.000000 UTC,2023-05-20 01:18:00.000000 UTC,,3.5,2,,1.6939999973401427,Plus,Dainty Floral Embroidered Cotton Handkerchief with Lace Trim,Greatlookz,3.5,Women,3
84014,329304,F,Complete,2023-04-10 05:48:56.000000 UTC,2023-04-12 19:10:00.000000 UTC,2023-04-16 00:55:00.000000 UTC,,3.5,2,,1.4244999955408275,Accessories,Classic and Regal Initial Embroidered Cotton Handkerchief,Greatlookz,3.5,Women,3
57826,226734,F,Processing,2023-04-17 01:20:05.000000 UTC,,,,3.5,2,,1.6939999973401427,Plus,Dainty Floral Embroidered Cotton Handkerchief with Lace Trim,Greatlookz,3.5,Women,3
55860,218860,F,Returned,2023-06-10 01:42:49.000000 UTC,2023-06-12 15:34:00.000000 UTC,2023-06-16 09:44:00.000000 UTC,2023-06-16 14:40:00.000000 UTC,3.5,1,,1.75,Plus,Cotton Handkerchief with Large Monogram Embroidery in Blue Pink Yellow or White,Greatlookz,3.5,Women,3
58177,228167,F,Returned,2023-06-12 03:47:22.000000 UTC,2023-06-10 08:39:00.000000 UTC,2023-06-11 02:11:00.000000 UTC,2023-06-12 16:11:00.000000 UTC,3.5,3,,1.3719999934546647,Accessories,Cotton Handkerchief with Large Monogram Embroidery in Blue Pink Yellow or White,Greatlookz,3.5,Women,3
85529,335268,M,Shipped,2023-02-17 14:19:23.000000 UTC,2023-02-18 07:12:00.000000 UTC,,,3.5999999046325684,1,,2.2751999505639078,Socks,Sock Co. 100% Cotton Lisle Non-Binding Dress Sock,Sock Company,3.5999999046325684,Men,7
114697,449791,F,Complete,2023-06-22 07:07:06.000000 UTC,2023-06-23 21:02:00.000000 UTC,2023-06-28 12:07:00.000000 UTC,,3.75,1,,2.1374999941326678,Intimates,BASIC INVISIBLE CLEAR BRA STRAP BY DESIGNSK,DesignSK,3.75,Women,1
103555,405844,F,Complete,2023-06-08 02:58:35.000000 UTC,2023-06-10 00:24:00.000000 UTC,2023-06-11 15:42:00.000000 UTC,,3.7999999523162842,1,,2.1127999729782343,Intimates,Wurl Lace Trim Cotton Thong Panties,Wurl,3.7999999523162842,Women,6
5739,22531,F,Processing,2023-04-25 07:05:59.000000 UTC,,,,3.7999999523162842,1,,2.1127999729782343,Intimates,Wurl Lace Trim Cotton Thong Panties,Wurl,3.7999999523162842,Women,6
